"indicator","sector","emissions_source","total_impact","total_impact_units","impact_per_purchase","impact_per_purchase_units","group_detail"
"Lead","111-112","326140/US",9.49379919281107e-05,"tons",2.96950808313668e-07,"kg / million $","Manufacturing"
"Lead","111-112","326150/US",2.50430153752777e-05,"tons",7.83305345654609e-08,"kg / million $","Manufacturing"
"Lead","111-112","326160/US",8.46980367544694e-05,"tons",2.64921871276417e-07,"kg / million $","Manufacturing"
"Lead","111-112","326190/US",0.0015249021859536,"tons",4.76964940506733e-06,"kg / million $","Manufacturing"
"Lead","111-112","326210/US",0.00289372140425585,"tons",9.05109632694795e-06,"kg / million $","Manufacturing"
"Lead","111-112","326220/US",0.000596292725623161,"tons",1.86510798542526e-06,"kg / million $","Manufacturing"
"Lead","111-112","326290/US",0.00291501884603556,"tons",9.11771130819052e-06,"kg / million $","Manufacturing"
"Lead","111-112","327100/US",0.00379884974758032,"tons",1.18821925795561e-05,"kg / million $","Manufacturing"
"Lead","111-112","327200/US",0.0364613583531556,"tons",0.000114045279611375,"kg / million $","Manufacturing"
"Lead","111-112","327310/US",0.0146183077098845,"tons",4.57237213729481e-05,"kg / million $","Manufacturing"
"Lead","111-112","327320/US",0.0347957717951822,"tons",0.000108835592059935,"kg / million $","Manufacturing"
"Lead","111-112","327330/US",0.00206845268412695,"tons",6.46978816420704e-06,"kg / million $","Manufacturing"
"Lead","111-112","327390/US",0.00199666454198352,"tons",6.24524637220274e-06,"kg / million $","Manufacturing"
"Lead","111-112","327400/US",0.00666024015817219,"tons",2.08321627450262e-05,"kg / million $","Manufacturing"
"Lead","111-112","327910/US",0.000396898665194015,"tons",1.24143535221626e-06,"kg / million $","Manufacturing"
"Lead","111-112","327991/US",0.000132913994789409,"tons",4.15733652959507e-07,"kg / million $","Manufacturing"
"Lead","111-112","327992/US",0.00738977164406624,"tons",2.31140201977365e-05,"kg / million $","Manufacturing"
"Lead","111-112","327993/US",0.00118142584628628,"tons",3.69531051681632e-06,"kg / million $","Manufacturing"
"Lead","111-112","327999/US",0.000801016954041625,"tons",2.50545252901207e-06,"kg / million $","Manufacturing"
"Lead","111-112","331110/US",0.267247693793186,"tons",0.000835907912945359,"kg / million $","Manufacturing"
"Lead","111-112","331200/US",0.0526002828281469,"tons",0.000164525246280471,"kg / million $","Manufacturing"
"Lead","111-112","331313/US",0.0241419120775513,"tons",7.55120280097652e-05,"kg / million $","Manufacturing"
"Lead","111-112","33131B/US",0.00729583282602186,"tons",2.28201946450385e-05,"kg / million $","Manufacturing"
"Lead","111-112","331410/US",0.955569079418747,"tons",0.00298886678315054,"kg / million $","Manufacturing"
"Lead","111-112","331420/US",0.0127974909374222,"tons",4.00284986134104e-05,"kg / million $","Manufacturing"
"Lead","111-112","331490/US",0.0574341176700722,"tons",0.000179644706197544,"kg / million $","Manufacturing"
"Lead","111-112","331510/US",0.0566865475878646,"tons",0.000177306426909409,"kg / million $","Manufacturing"
"Lead","111-112","331520/US",0.0304369325641483,"tons",9.52018422125088e-05,"kg / million $","Manufacturing"
"Lead","111-112","332114/US",2.97603807208818e-05,"tons",9.30856965826728e-08,"kg / million $","Manufacturing"
"Lead","111-112","332119/US",0.000164637436827702,"tons",5.14959490418721e-07,"kg / million $","Manufacturing"
"Lead","111-112","33211A/US",0.00102790627313637,"tons",3.21512592039725e-06,"kg / million $","Manufacturing"
"Lead","111-112","332200/US",0.00381055398701188,"tons",1.19188015628441e-05,"kg / million $","Manufacturing"
"Lead","111-112","332310/US",0.00588165357080776,"tons",1.83968688045864e-05,"kg / million $","Manufacturing"
"Lead","111-112","332320/US",0.00135030223719827,"tons",4.22352877557603e-06,"kg / million $","Manufacturing"
"Lead","111-112","332410/US",1.38171206999526e-05,"tons",4.32177369363925e-08,"kg / million $","Manufacturing"
"Lead","111-112","332420/US",5.44783782357783e-05,"tons",1.70399627421886e-07,"kg / million $","Manufacturing"
"Lead","111-112","332430/US",0.00023847978077805,"tons",7.45926496129519e-07,"kg / million $","Manufacturing"
"Lead","111-112","332500/US",0.000493980986750278,"tons",1.54509327960248e-06,"kg / million $","Manufacturing"
"Lead","111-112","332600/US",0.105211167314391,"tons",0.000329083652846696,"kg / million $","Manufacturing"
"Lead","111-112","332710/US",0.00109401322860122,"tons",3.42189787187596e-06,"kg / million $","Manufacturing"
"Lead","111-112","332720/US",0.000533932418079646,"tons",1.67005494758812e-06,"kg / million $","Manufacturing"
"Lead","111-112","332800/US",0.00896208968785562,"tons",2.80319787994201e-05,"kg / million $","Manufacturing"
"Lead","111-112","332913/US",1.21282795973043e-05,"tons",3.79353128998221e-08,"kg / million $","Manufacturing"
